employee_id,store_id,first_name,last_name,email,role,dept_id,joining_date,salary
2059,169,Oviya,DUGAR,oviya.dugar@retailmart.com,Data Analyst,3,2025-01-31,118423.0
1930,126,Ati,Shenoy,ati.shenoy@retailmart.com,Security Supervisor,4,2024-11-24,37780.0
11,109,Jasmit,Dugar,jasmit.dugar@retailmart.com,Security Supervisor,6,,33181.0
2278,173,,Magar,tejas.magar@retailmart.com,,9,2024-05-26,104643.0
1928,86,Xavier,Mutti,xavier.mutti@retailmart.com,Regional Manager,1,2024-06-06,180379.0
2281,153,,Das,amaira.das@retailmart.com,Visual Merchandiser,5,2025-01-31,57418.0
1626,178,Hredhaan,Khare,hredhaan.khare@retailmart.com,CUSTOMER SERVICE REP,4,2024-05-28,38260.0
187,96,CHANDRAN,Sibal,chandran.sibal@retailmart.com,Store Associate,4,,27179.0
670,18,Sai,Tank,sai.tank@retailmart.com,Data Analyst,3,2025-08-19,102214.0
653,19,Amol,Bandi,amol.bandi@retailmart.com,Sales Executive,1,2025-07-20,
3000,15,Onkar,Misra,onkar.misra@retailmart.com,Marketing Associate,2,2024-08-24,42645.0
1249,44,Dalaja,Shanker,dalaja.shanker@retailmart.com,Regional Manager,5,2025-11-06,205150.0
1391,40,Ayush,Halder,ayush.halder@retailmart.com,Regional Manager,9,2022-01-09,176639.0
1593,192,Diya,Sama,diya.sama@retailmart.com,Data Analyst,1,2025-12-02,87614.0
1354,46,Atharv,Sani,atharv.sani@retailmart.com,Store Associate,8,2024-11-11,16447.0
1217,62,Jatin,Koshy,jatin.koshy@retailmart.com,Logistics Coordinator,1,2023-10-05,44925.0
1746,127,,Edwin,eta.edwin@retailmart.com,Customer Service Rep,3,2025-07-14,27499.0
2679,171,Bachittar,Saini,bachittar.saini@retailmart.com,Inventory Clerk,2,,18790.0
2179,86,LIAM,Wable,liam.wable@retailmart.com,Finance Executive,2,2025-03-24,49092.0
2364,2,Januja,,januja.sundaram@retailmart.com,Sales Executive,9,2025-09-04,38079.0
2322,128,Idika,Tiwari,idika.tiwari@retailmart.com,Maintenance Staff,3,2024-08-26,21083.0
1669,181,CHAVVI,Dasgupta,chavvi.dasgupta@retailmart.com,Regional Manager,9,2025-10-14,169289.0
207,109,Chaman,Choudhury,chaman.choudhury@retailmart.com,Sales Executive,2,2021-07-08,
2092,194,Aishani,memon,aishani.memon@retailmart.com,Visual Merchandiser,3,2024-02-09,51351.0
2921,167,Ayush,Bora,ayush.bora@retailmart.com,Visual Merchandiser,5,2025-02-27,59778.0
56,74,Aradhana,Dass,aradhana.dass@retailmart.com,,5,2026-02-20,19411.0
195,91,Ati,Choudhry,ati.choudhry@retailmart.com,marketing associate,4,2022-06-28,27640.0
1734,138,Karan,Cherian,karan.cherian@retailmart.com,Security Supervisor,2,2023-09-29,31245.0
1128,106,Aditya,Bal,aditya.bal@retailmart.com,Data Analyst,1,,123536.0
740,66,Andrew,Nair,andrew.nair@retailmart.com,,3,,158528.0
919,110,Urmi,,urmi.char@retailmart.com,Data Engineer,6,2023-06-12,201448.0
1833,56,Urishilla,Sankaran,urishilla.sankaran@retailmart.com,Security Supervisor,1,2023-12-28,33612.0
1619,42,Hritik,,hritik.malhotra@retailmart.com,HR Executive,1,2024-03-20,48249.0
796,29,Naksh,Yohannan,naksh.yohannan@retailmart.com,Sales Executive,5,2024-01-25,38172.0
1385,58,Shivani,Sehgal,shivani.sehgal@retailmart.com,HR Executive,6,2024-10-08,58276.0
2530,125,ADVAY,Bath,advay.bath@retailmart.com,HR Executive,4,2025-01-03,46963.0
464,195,Amol,murty,amol.murty@retailmart.com,Logistics Coordinator,9,2024-05-05,52906.0
2781,156,Bhavya,Yadav,bhavya.yadav@retailmart.com,Finance Executive,5,2024-04-14,48301.0
2273,129,Sai,Saxena,sai.saxena@retailmart.com,Customer Service Rep,2,2024-09-13,20466.0
1567,54,VEDHIKA,Halder,vedhika.halder@retailmart.com,Data Engineer,6,2022-04-13,199622.0
137,34,Qabil,Lal,qabil.lal@retailmart.com,Security Supervisor,3,2024-05-14,22487.0
1247,186,Frederick,Goel,frederick.goel@retailmart.com,Finance Executive,9,2024-07-26,69192.0
44,73,Vanya,SAMRA,vanya.samra@retailmart.com,Data Engineer,9,2025-06-10,144200.0
2269,33,Maanav,Lala,maanav.lala@retailmart.com,Cashier,10,2022-10-27,27594.0
1001,87,Bhavini,Kalita,bhavini.kalita@retailmart.com,maintenance staff,7,2026-02-17,24249.0
2366,180,Elijah,Menon,elijah.menon@retailmart.com,Security Supervisor,2,2025-09-08,23239.0
2924,193,Ekbal,Dey,ekbal.dey@retailmart.com,Maintenance Staff,3,2022-01-09,20655.0
2167,22,Neelima,Murthy,neelima.murthy@retailmart.com,Marketing Associate,8,2024-12-20,46767.0
2708,96,Tanay,Kashyap,tanay.kashyap@retailmart.com,Cashier,5,2024-09-12,
2103,42,Alexander,Venkataraman,alexander.venkataraman@retailmart.com,Maintenance Staff,9,2024-11-21,20797.0
2782,148,Janya,Sarna,janya.sarna@retailmart.com,Cashier,8,2022-11-23,24926.0
2393,26,Udyati,,udyati.samra@retailmart.com,Customer Service Rep,8,,24972.0
1509,10,Ansh,Keer,ansh.keer@retailmart.com,Cashier,4,2024-11-23,27057.0
204,94,Neel,Bhagat,neel.bhagat@retailmart.com,Data Engineer,10,2024-11-26,176675.0
314,96,Ubika,Saraf,ubika.saraf@retailmart.com,Logistics Coordinator,8,2024-02-15,53391.0
2805,92,VEDHIKA,Rout,vedhika.rout@retailmart.com,CASHIER,5,2024-02-04,16778.0
1059,120,Balhaar,Deol,balhaar.deol@retailmart.com,HR Executive,6,2025-07-16,70142.0
286,65,Chanchal,SHANKER,chanchal.shanker@retailmart.com,,5,2022-02-18,222501.0
249,64,Hemangini,Chatterjee,hemangini.chatterjee@retailmart.com,Marketing Associate,6,2025-09-17,22709.0
971,47,Omkaar,Sampath,omkaar.sampath@retailmart.com,Finance Executive,9,2023-08-25,56418.0
2195,87,Henry,Basak,henry.basak@retailmart.com,Data Engineer,4,2025-12-26,145851.0
1879,6,Nitara,Rana,nitara.rana@retailmart.com,,9,2024-05-16,17971.0
1707,118,Falak,Koshy,falak.koshy@retailmart.com,Inventory Clerk,8,2023-08-02,30314.0
2844,18,HEMANG,Chander,hemang.chander@retailmart.com,Security Supervisor,7,2026-02-14,28334.0
2412,66,Zehaan,Mann,zehaan.mann@retailmart.com,Finance Executive,1,2025-06-17,77283.0
1436,195,Kala,Deshmukh,kala.deshmukh@retailmart.com,Store Associate,2,2025-04-13,18355.0
1144,5,ISHANVI,Nath,ishanvi.nath@retailmart.com,Logistics Coordinator,10,2025-05-27,62505.0
2324,17,Abhiram,Yohannan,abhiram.yohannan@retailmart.com,Visual Merchandiser,9,2025-03-01,37686.0
1784,166,Sara,Narasimhan,sara.narasimhan@retailmart.com,Marketing Associate,5,2023-12-15,30376.0
985,103,Abhiram,Goyal,abhiram.goyal@retailmart.com,Security Supervisor,1,2024-08-09,32769.0
833,25,Ikshita,Date,ikshita.date@retailmart.com,,10,2023-01-16,36859.0
1600,197,Theodore,ben,theodore.ben@retailmart.com,HR Executive,7,2023-04-18,
177,164,Luke,SHETH,luke.sheth@retailmart.com,Logistics Coordinator,4,2024-10-13,
827,119,Ira,Kumer,ira.kumer@retailmart.com,Regional Manager,1,2025-09-07,213908.0
1072,100,ODIKA,Hans,odika.hans@retailmart.com,Data Engineer,5,2025-10-20,112185.0
481,1,Ayush,Goel,ayush.goel@retailmart.com,Data Engineer,7,2025-05-31,215937.0
196,70,Gagan,Sibal,gagan.sibal@retailmart.com,Logistics Coordinator,5,2025-05-06,42821.0
1066,71,Laban,Kota,laban.kota@retailmart.com,Logistics Coordinator,7,2023-12-01,
2462,164,Wazir,Kuruvilla,wazir.kuruvilla@retailmart.com,STORE MANAGER,8,2024-08-10,140631.0
2554,119,Gabriel,Peri,gabriel.peri@retailmart.com,Security Supervisor,3,,30321.0
111,11,Ishani,Nagi,ishani.nagi@retailmart.com,inventory clerk,5,2025-12-12,34277.0
278,141,Abha,Agrawal,abha.agrawal@retailmart.com,Security Supervisor,6,2025-04-01,23172.0
995,120,Jagdish,Om,jagdish.om@retailmart.com,Data Engineer,9,2025-10-08,113494.0
1300,99,Aarini,,aarini.baria@retailmart.com,Maintenance Staff,6,2021-11-21,13165.0
2247,153,Naveen,Memon,naveen.memon@retailmart.com,Maintenance Staff,5,2023-01-19,16778.0
2671,17,Vrishti,Taneja,vrishti.taneja@retailmart.com,Cashier,9,2025-09-05,24199.0
2407,151,Vasana,Lad,vasana.lad@retailmart.com,Finance Executive,6,2024-08-30,53725.0
1125,155,Damini,Chada,damini.chada@retailmart.com,Inventory Clerk,9,2025-02-28,19199.0
1033,85,Ikshita,Sami,ikshita.sami@retailmart.com,Finance Executive,1,2024-07-29,78003.0
2533,140,Anita,,anita.badami@retailmart.com,Inventory Clerk,8,2023-10-31,24115.0
2960,124,Rayaan,Andra,rayaan.andra@retailmart.com,Logistics Coordinator,3,2025-09-29,30698.0
187,96,CHANDRAN,Sibal,chandran.sibal@retailmart.com,Store Associate,4,,27179.0
2644,56,Odika,Kumer,odika.kumer@retailmart.com,Finance Executive,1,2023-08-31,54075.0
1233,59,Jagrati,Om,jagrati.om@retailmart.com,HR Executive,7,2025-04-06,63465.0
2379,133,Charan,Sha,charan.sha@retailmart.com,,10,2024-09-16,77404.0
2182,143,Yashawini,Saini,yashawini.saini@retailmart.com,Maintenance Staff,4,2026-02-08,13695.0
1846,83,Ranbir,Parikh,ranbir.parikh@retailmart.com,Security Supervisor,9,2025-06-09,34161.0
814,129,Jason,D’Alia,jason.d’alia@retailmart.com,Sales Executive,8,2022-09-11,27628.0
1891,62,Falguni,Bawa,falguni.bawa@retailmart.com,CUSTOMER SERVICE REP,1,2024-06-08,36431.0
1595,74,Daksh,Sengupta,daksh.sengupta@retailmart.com,Cashier,8,2024-01-16,17394.0
2067,58,Bishakha,Deol,bishakha.deol@retailmart.com,SECURITY SUPERVISOR,3,2025-12-31,37492.0
1334,83,Praneel,Nanda,praneel.nanda@retailmart.com,Maintenance Staff,9,2025-10-14,17266.0
1763,56,Jagvi,Singhal,jagvi.singhal@retailmart.com,Customer Service Rep,7,2023-09-26,21816.0
464,195,Amol,murty,amol.murty@retailmart.com,Logistics Coordinator,9,2024-05-05,52906.0
2795,76,Wyatt,Babu,wyatt.babu@retailmart.com,Maintenance Staff,6,2023-07-24,19515.0
453,41,,Choudhary,avi.choudhary@retailmart.com,Data Analyst,6,2025-04-02,136879.0
1148,198,Abdul,Suri,abdul.suri@retailmart.com,Data Analyst,9,2025-01-02,84942.0
2440,156,Zaitra,Chauhan,zaitra.chauhan@retailmart.com,Security Supervisor,1,2024-11-22,27507.0
1,80,Abhiram,Ben,abhiram.ben@retailmart.com,Visual Merchandiser,4,2025-08-16,48949.0
1446,10,Bhanumati,Dash,bhanumati.dash@retailmart.com,Cashier,9,,21565.0
109,51,TURVI,Dyal,turvi.dyal@retailmart.com,Finance Executive,9,2025-03-03,56986.0
1677,36,Priya,Raghavan,priya.raghavan@retailmart.com,Assistant Manager,7,2024-05-07,58396.0
259,61,Nilima,Rout,nilima.rout@retailmart.com,Store Manager,1,2024-05-28,131306.0
504,159,Zilmil,Rattan,zilmil.rattan@retailmart.com,Store Manager,5,2024-10-05,87566.0
2781,156,Bhavya,Yadav,bhavya.yadav@retailmart.com,Finance Executive,5,2024-04-14,48301.0
1820,193,Xiti,Dasgupta,xiti.dasgupta@retailmart.com,HR Executive,5,2022-01-19,
1924,185,Pooja,Kashyap,pooja.kashyap@retailmart.com,Data Analyst,8,,91031.0
935,68,Tanvi,,tanvi.som@retailmart.com,Maintenance Staff,2,2025-04-04,24698.0
282,146,Udyati,Venkatesh,udyati.venkatesh@retailmart.com,Data Analyst,2,,65049.0
2613,184,,Shankar,harinakshi.shankar@retailmart.com,Inventory Clerk,7,2025-11-01,28325.0
1141,51,Zaitra,Doshi,zaitra.doshi@retailmart.com,HR Executive,8,2025-02-19,68412.0
2663,113,Ladli,biswas,ladli.biswas@retailmart.com,Finance Executive,8,2024-09-25,77543.0
1318,41,Falak,Chaudry,falak.chaudry@retailmart.com,data analyst,6,2025-09-22,97767.0
1758,18,DARPAN,,darpan.chand@retailmart.com,Visual Merchandiser,5,2024-07-20,45765.0
918,30,Onveer,Sharaf,onveer.sharaf@retailmart.com,Data Engineer,4,2021-10-02,203030.0
2372,67,Lakshmi,Dyal,lakshmi.dyal@retailmart.com,Visual Merchandiser,2,2025-04-29,34758.0
2651,74,Ranbir,Padmanabhan,ranbir.padmanabhan@retailmart.com,Finance Executive,9,2025-07-04,64977.0
2391,188,Osha,Saha,osha.saha@retailmart.com,inventory clerk,6,2024-09-13,
2988,93,Zinal,Walla,zinal.walla@retailmart.com,Security Supervisor,3,2021-11-25,22081.0
937,4,Pavani,Wali,pavani.wali@retailmart.com,Data Engineer,1,2024-03-10,175739.0
2442,83,Bhavna,Bandi,bhavna.bandi@retailmart.com,Cashier,8,2025-10-19,21919.0
1656,71,Bhavini,Contractor,bhavini.contractor@retailmart.com,Security Supervisor,3,2025-01-23,26561.0
802,111,Eshana,Sandhu,eshana.sandhu@retailmart.com,Maintenance Staff,8,2025-09-16,12815.0
1698,100,Jack,Handa,jack.handa@retailmart.com,Store Associate,1,2025-08-16,27422.0
1179,23,Dipta,Deshpande,dipta.deshpande@retailmart.com,Regional Manager,2,2025-10-20,
1693,181,Pranav,Mohan,pranav.mohan@retailmart.com,Cashier,4,2023-06-25,23447.0
2888,85,Bhanumati,Bora,bhanumati.bora@retailmart.com,Visual Merchandiser,9,2025-03-27,42984.0
394,107,Patrick,Chauhan,patrick.chauhan@retailmart.com,Sales Executive,1,2026-02-09,25805.0
2783,101,Ethan,Gupta,ethan.gupta@retailmart.com,Store Associate,5,,23694.0
288,78,Girindra,Mohanty,girindra.mohanty@retailmart.com,Marketing Associate,5,,42918.0
1514,175,Lakshit,Jaggi,lakshit.jaggi@retailmart.com,Data Engineer,10,2022-08-29,154588.0
1601,114,Kabir,RANA,kabir.rana@retailmart.com,Logistics Coordinator,2,2025-11-30,
994,72,Krisha,Khare,krisha.khare@retailmart.com,Store Associate,2,2025-12-06,
2339,162,Gauri,Lala,gauri.lala@retailmart.com,Finance Executive,4,2023-08-26,66501.0
712,39,Gaurang,Shah,gaurang.shah@retailmart.com,Store Associate,9,2023-02-14,28803.0
425,179,Joshua,Sarraf,joshua.sarraf@retailmart.com,Customer Service Rep,4,2024-02-18,21052.0
1644,2,Luke,Singh,luke.singh@retailmart.com,Visual Merchandiser,6,2025-09-16,48111.0
1184,7,Neelima,Sodhi,neelima.sodhi@retailmart.com,Regional Manager,9,2024-02-16,175568.0
2750,78,Barkha,Bali,barkha.bali@retailmart.com,Store Associate,7,2023-12-20,23915.0
1819,129,Chasmum,Hayer,chasmum.hayer@retailmart.com,Visual Merchandiser,4,2025-02-22,30391.0
1018,170,Ekantika,Pant,ekantika.pant@retailmart.com,Customer Service Rep,10,2025-08-09,36009.0
2124,69,Diya,Dayal,diya.dayal@retailmart.com,inventory clerk,5,2022-09-29,31222.0
2567,159,Qushi,,qushi.pall@retailmart.com,Finance Executive,9,2024-06-28,40978.0
211,106,Samar,Mitter,samar.mitter@retailmart.com,Cashier,2,2026-01-19,16042.0
1674,168,Mitali,Munshi,mitali.munshi@retailmart.com,customer service rep,8,2023-02-23,42688.0
2929,8,Warhi,Raju,warhi.raju@retailmart.com,Data Engineer,4,2025-08-27,108741.0
2796,153,Jagrati,LALL,jagrati.lall@retailmart.com,Visual Merchandiser,8,2023-06-13,31360.0
1866,34,Tejas,Virk,tejas.virk@retailmart.com,Logistics Coordinator,7,2025-12-15,60091.0
2606,29,Samesh,Sidhu,samesh.sidhu@retailmart.com,Cashier,2,2026-01-26,29757.0
2368,5,Forum,Gulati,forum.gulati@retailmart.com,,5,2025-12-16,20161.0
2124,69,Diya,Dayal,diya.dayal@retailmart.com,inventory clerk,5,2022-09-29,31222.0
2561,149,Lipika,Bhakta,lipika.bhakta@retailmart.com,Data Analyst,4,2023-10-20,134003.0
114,34,naveen,BALAKRISHNAN,naveen.balakrishnan@retailmart.com,Store Associate,3,2025-07-06,22504.0
696,132,EKARAJ,Keer,ekaraj.keer@retailmart.com,Regional Manager,2,2025-08-29,224637.0
1941,13,Radha,Thakkar,radha.thakkar@retailmart.com,Store Associate,4,2023-05-03,20133.0
1180,141,Nitesh,Varma,nitesh.varma@retailmart.com,Store Associate,7,2025-01-05,23464.0
208,174,Advika,,advika.mody@retailmart.com,Sales Executive,6,,27536.0
779,8,hemani,Chander,hemani.chander@retailmart.com,Inventory Clerk,3,2023-07-30,34024.0
1317,9,Vihaan,Babu,vihaan.babu@retailmart.com,HR Executive,7,2025-09-30,62733.0
1755,68,Ganga,Suri,ganga.suri@retailmart.com,Finance Executive,2,2025-04-11,
1385,58,Shivani,Sehgal,shivani.sehgal@retailmart.com,HR Executive,6,2024-10-08,58276.0
245,98,LEENA,Chadha,leena.chadha@retailmart.com,Regional Manager,10,2025-05-09,176659.0
1075,173,Noah,Devan,noah.devan@retailmart.com,Finance Executive,5,2024-05-31,79064.0
2224,90,Ira,lal,ira.lal@retailmart.com,Data Engineer,6,2023-01-06,194187.0
1089,36,Kalpit,Barman,kalpit.barman@retailmart.com,,1,2024-03-18,112540.0
589,66,Ekanta,Peri,ekanta.peri@retailmart.com,Visual Merchandiser,3,2025-11-16,33372.0
1799,56,Upma,Pai,upma.pai@retailmart.com,Customer Service Rep,3,2025-01-30,21097.0
273,187,Hamsini,Barad,hamsini.barad@retailmart.com,Regional Manager,6,2026-02-16,180776.0
1814,126,Champak,Bhasin,champak.bhasin@retailmart.com,regional manager,7,,155069.0
2184,24,Waida,Mishra,waida.mishra@retailmart.com,Visual Merchandiser,5,2025-11-14,38605.0
2334,164,Vedant,Mangat,vedant.mangat@retailmart.com,,7,2025-12-06,14780.0
2139,10,Nimrat,jha,nimrat.jha@retailmart.com,Store Manager,9,2025-10-29,104249.0
833,25,Ikshita,Date,ikshita.date@retailmart.com,,10,2023-01-16,36859.0
975,39,Yashoda,Saha,yashoda.saha@retailmart.com,Data Analyst,2,2025-09-09,111725.0
526,51,Devika,Kapur,devika.kapur@retailmart.com,Maintenance Staff,1,2025-08-04,23364.0
819,111,Kai,Rajan,kai.rajan@retailmart.com,Store Associate,2,2025-12-02,29965.0
2997,14,Reyansh,Aggarwal,reyansh.aggarwal@retailmart.com,Store Associate,10,2025-11-30,22480.0
1753,188,Krish,Mukhopadhyay,krish.mukhopadhyay@retailmart.com,Data Analyst,1,,70141.0
461,57,Ikbal,Rout,ikbal.rout@retailmart.com,Inventory Clerk,7,2026-01-31,34529.0
1829,37,Baghyawati,Basak,baghyawati.basak@retailmart.com,Data Engineer,6,2022-11-24,158012.0
1628,108,Daksh,Buch,daksh.buch@retailmart.com,Marketing Associate,9,2023-06-03,42133.0
1211,37,Lucky,Pandit,lucky.pandit@retailmart.com,Customer Service Rep,5,2022-09-01,30383.0
824,123,Yashodhara,Lata,yashodhara.lata@retailmart.com,HR Executive,4,2024-01-03,42961.0
198,51,Harini,SINGHAL,harini.singhal@retailmart.com,Store Manager,4,2025-12-19,111334.0
396,116,Darika,Bala,darika.bala@retailmart.com,Store Manager,5,2023-05-17,116675.0
1702,179,Jalsa,Gandhi,jalsa.gandhi@retailmart.com,Data Engineer,7,2025-08-29,168203.0
2983,83,Andrew,Luthra,andrew.luthra@retailmart.com,Regional Manager,9,2025-10-26,162481.0
1412,75,Nitesh,sridhar,nitesh.sridhar@retailmart.com,Data Engineer,2,2023-12-31,115737.0
2417,72,Megha,Mitter,megha.mitter@retailmart.com,Inventory Clerk,2,2022-09-04,29849.0
226,127,Dominic,Karnik,dominic.karnik@retailmart.com,Regional Manager,3,2025-10-21,208517.0
1453,138,Luke,Khosla,luke.khosla@retailmart.com,Data Engineer,1,2025-05-08,143378.0
1978,146,WAKEETA,Acharya,wakeeta.acharya@retailmart.com,Maintenance Staff,7,2026-01-20,18951.0
1451,89,Shivansh,Khare,shivansh.khare@retailmart.com,Data Analyst,2,2023-10-27,124480.0
1961,1,Sai,Padmanabhan,sai.padmanabhan@retailmart.com,Data Engineer,7,2025-05-30,112506.0
2843,37,Turvi,,turvi.guha@retailmart.com,Marketing Associate,9,2024-11-04,
126,54,Hardik,Pradhan,hardik.pradhan@retailmart.com,Finance Executive,8,2024-04-26,68878.0
1531,121,Vansha,Grover,vansha.grover@retailmart.com,Marketing Associate,1,,39165.0
2656,19,Riya,nori,riya.nori@retailmart.com,Marketing Associate,2,2025-09-20,48777.0
155,37,Jasmit,Om,jasmit.om@retailmart.com,,8,2025-11-14,58149.0
2837,80,Yash,Muni,yash.muni@retailmart.com,Store Associate,9,2025-09-07,
1182,82,Sai,Nazareth,sai.nazareth@retailmart.com,,2,2025-03-31,37351.0
2793,113,Hardik,Sura,hardik.sura@retailmart.com,Sales Executive,10,2024-07-06,48500.0
958,180,Anita,,anita.korpal@retailmart.com,Data Engineer,10,,134994.0
1296,88,PRISHA,PANDYA,prisha.pandya@retailmart.com,Marketing Associate,3,2022-09-13,42317.0
1528,75,Nachiket,Saini,nachiket.saini@retailmart.com,HR Executive,6,2025-05-23,
762,76,Oni,Mitra,oni.mitra@retailmart.com,Data Engineer,1,2023-01-10,136983.0
2959,51,Aayush,Randhawa,aayush.randhawa@retailmart.com,VISUAL MERCHANDISER,9,,38081.0
142,169,Agastya,Bhatti,agastya.bhatti@retailmart.com,Assistant Manager,2,2025-03-19,50009.0
818,43,Samesh,Varghese,samesh.varghese@retailmart.com,visual merchandiser,8,2021-03-31,51711.0
2427,29,Aashi,Singh,aashi.singh@retailmart.com,Store Manager,4,2025-02-27,97145.0
990,194,Banjeet,Bhakta,banjeet.bhakta@retailmart.com,Maintenance Staff,4,2024-09-18,22878.0
13,99,Jai,Bassi,jai.bassi@retailmart.com,Visual Merchandiser,7,2022-07-08,52476.0
2434,127,Chaitaly,Maharaj,chaitaly.maharaj@retailmart.com,Regional Manager,6,2025-04-05,234606.0
1260,44,Yashica,Prabhakar,yashica.prabhakar@retailmart.com,cashier,2,2024-07-05,17913.0
